,heuristic,solution_len,acc,cum_acc
10079,mult_heuristic,782,False,0.27545
16329,mult_heuristic,782,False,0.27545
4519,mult_heuristic,782,False,0.27545
1329,mult_heuristic,782,False,0.27545
19222,sum_heuristic,783,False,0.27545
4082,mult_heuristic,783,True,0.2755
5947,mult_heuristic,783,False,0.2755
1483,sum_heuristic,783,False,0.2755
7007,sum_heuristic,783,True,0.27555
1439,sum_heuristic,783,True,0.2756
8127,sum_heuristic,783,True,0.27565
4012,sum_heuristic,783,True,0.2757
4123,sum_heuristic,783,True,0.27575
2592,mult_heuristic,785,True,0.2758
2720,mult_heuristic,785,True,0.27585
14796,sum_heuristic,785,True,0.2759
13644,mult_heuristic,786,False,0.2759
16129,sum_heuristic,786,False,0.2759
10378,mult_heuristic,786,True,0.27595
1672,mult_heuristic,786,True,0.276
3801,sum_heuristic,786,True,0.27605
11786,mult_heuristic,786,True,0.2761
16278,sum_heuristic,787,True,0.27615
13437,mult_heuristic,787,True,0.2762
11235,sum_heuristic,788,True,0.27625
15290,mult_heuristic,789,True,0.2763
2619,mult_heuristic,789,True,0.27635
4032,mult_heuristic,789,True,0.2764
4369,sum_heuristic,789,True,0.27645
8617,mult_heuristic,789,True,0.2765
16071,sum_heuristic,789,True,0.27655
11879,sum_heuristic,789,True,0.2766
12512,sum_heuristic,790,True,0.27665
19082,sum_heuristic,790,True,0.2767
6875,sum_heuristic,790,True,0.27675
12730,mult_heuristic,791,True,0.2768
971,sum_heuristic,792,True,0.27685
4019,sum_heuristic,792,True,0.2769
18248,sum_heuristic,792,True,0.27695
6695,sum_heuristic,792,True,0.277
613,mult_heuristic,792,False,0.277
8580,mult_heuristic,792,True,0.27705
15968,sum_heuristic,792,True,0.2771
15936,mult_heuristic,792,True,0.27715
15311,mult_heuristic,792,True,0.2772
8297,sum_heuristic,793,True,0.27725
12523,sum_heuristic,795,True,0.2773
8965,mult_heuristic,796,False,0.2773
1694,sum_heuristic,796,True,0.27735
8374,mult_heuristic,796,True,0.2774
6158,sum_heuristic,796,True,0.27745
16407,mult_heuristic,796,True,0.2775
17858,mult_heuristic,797,True,0.27755
15561,sum_heuristic,798,True,0.2776
14689,sum_heuristic,798,True,0.27765
16841,sum_heuristic,798,True,0.2777
18630,sum_heuristic,798,True,0.27775
13945,sum_heuristic,798,False,0.27775
11552,mult_heuristic,799,True,0.2778
3252,mult_heuristic,799,True,0.27785
1739,sum_heuristic,799,True,0.2779
18531,sum_heuristic,799,True,0.27795
5641,mult_heuristic,799,True,0.278
7062,sum_heuristic,802,True,0.27805
16021,sum_heuristic,802,True,0.2781
17763,sum_heuristic,802,True,0.27815
2157,sum_heuristic,802,True,0.2782
16541,mult_heuristic,803,True,0.27825
16665,sum_heuristic,805,True,0.2783
8900,mult_heuristic,806,True,0.27835
19247,sum_heuristic,806,False,0.27835
12614,mult_heuristic,806,True,0.2784
7936,sum_heuristic,806,True,0.27845
13823,mult_heuristic,807,False,0.27845
9354,sum_heuristic,808,True,0.2785
5162,sum_heuristic,808,True,0.27855
16752,sum_heuristic,808,True,0.2786
1657,mult_heuristic,808,True,0.27865
9352,sum_heuristic,808,True,0.2787
9721,mult_heuristic,809,True,0.27875
10120,mult_heuristic,810,True,0.2788
1354,sum_heuristic,811,False,0.2788
9518,sum_heuristic,811,False,0.2788
16454,sum_heuristic,812,True,0.27885
4820,sum_heuristic,812,True,0.2789
15823,sum_heuristic,813,True,0.27895
9982,mult_heuristic,813,True,0.279
12975,mult_heuristic,813,True,0.27905
16057,sum_heuristic,815,True,0.2791
18008,sum_heuristic,815,True,0.27915
15196,sum_heuristic,815,True,0.2792
7861,sum_heuristic,815,True,0.27925
6947,sum_heuristic,815,True,0.2793
14125,mult_heuristic,816,True,0.27935
1096,mult_heuristic,816,True,0.2794
2509,sum_heuristic,816,True,0.27945
1282,sum_heuristic,816,True,0.2795
16441,mult_heuristic,817,True,0.27955
10095,mult_heuristic,817,True,0.2796
15989,sum_heuristic,818,True,0.27965
16154,mult_heuristic,819,True,0.2797
10908,mult_heuristic,819,True,0.27975
8242,mult_heuristic,819,True,0.2798
13964,sum_heuristic,820,True,0.27985
17189,sum_heuristic,822,True,0.2799
153,mult_heuristic,822,True,0.27995
5600,sum_heuristic,822,True,0.28
11842,mult_heuristic,822,True,0.28005
888,mult_heuristic,822,True,0.2801
12411,sum_heuristic,822,True,0.28015
6919,sum_heuristic,822,True,0.2802
19507,sum_heuristic,822,True,0.28025
1484,sum_heuristic,823,False,0.28025
12901,sum_heuristic,823,False,0.28025
4513,sum_heuristic,823,False,0.28025
12366,sum_heuristic,824,True,0.2803
14642,mult_heuristic,825,True,0.28035
14907,sum_heuristic,825,True,0.2804
8723,sum_heuristic,826,True,0.28045
1872,mult_heuristic,826,True,0.2805
364,mult_heuristic,827,True,0.28055
16719,sum_heuristic,827,True,0.2806
4875,sum_heuristic,832,True,0.28065
19111,mult_heuristic,833,True,0.2807
15710,mult_heuristic,835,True,0.28075
2153,mult_heuristic,835,True,0.2808
2297,mult_heuristic,835,True,0.28085
16349,mult_heuristic,837,True,0.2809
376,sum_heuristic,837,True,0.28095
14913,sum_heuristic,837,True,0.281
7336,mult_heuristic,837,True,0.28105
1469,mult_heuristic,837,True,0.2811
1321,mult_heuristic,837,True,0.28115
10054,sum_heuristic,839,False,0.28115
9904,sum_heuristic,840,True,0.2812
6282,sum_heuristic,840,True,0.28125
8055,sum_heuristic,840,True,0.2813
7835,sum_heuristic,840,True,0.28135
10057,sum_heuristic,842,True,0.2814
5895,mult_heuristic,842,True,0.28145
9761,mult_heuristic,845,False,0.28145
6888,sum_heuristic,845,False,0.28145
17368,mult_heuristic,845,False,0.28145
17902,sum_heuristic,845,True,0.2815
6223,mult_heuristic,845,True,0.28155
3531,sum_heuristic,847,True,0.2816
1833,mult_heuristic,848,True,0.28165
13548,mult_heuristic,849,True,0.2817
18387,mult_heuristic,850,True,0.28175
4542,mult_heuristic,851,True,0.2818
5397,sum_heuristic,851,True,0.28185
5079,sum_heuristic,851,True,0.2819
12441,mult_heuristic,851,True,0.28195
9104,sum_heuristic,851,True,0.282
4139,sum_heuristic,851,True,0.28205
16994,sum_heuristic,852,True,0.2821
11328,mult_heuristic,852,False,0.2821
8141,mult_heuristic,853,True,0.28215
7847,mult_heuristic,854,True,0.2822
14471,sum_heuristic,855,True,0.28225
14134,sum_heuristic,855,True,0.2823
907,sum_heuristic,856,True,0.28235
5265,mult_heuristic,856,True,0.2824
3923,sum_heuristic,856,True,0.28245
16448,sum_heuristic,856,True,0.2825
18626,mult_heuristic,856,True,0.28255
18392,sum_heuristic,857,True,0.2826
55,sum_heuristic,857,True,0.28265
12277,sum_heuristic,857,True,0.2827
8468,sum_heuristic,857,True,0.28275
5507,sum_heuristic,857,True,0.2828
9576,mult_heuristic,858,False,0.2828
215,sum_heuristic,858,True,0.28285
3685,sum_heuristic,858,False,0.28285
1520,sum_heuristic,858,True,0.2829
17983,mult_heuristic,858,False,0.2829
2485,mult_heuristic,858,False,0.2829
11950,sum_heuristic,858,True,0.28295
8600,mult_heuristic,858,False,0.28295
5601,sum_heuristic,859,True,0.283
10811,mult_heuristic,859,False,0.283
15694,mult_heuristic,859,True,0.28305
808,sum_heuristic,859,True,0.2831
19421,mult_heuristic,859,False,0.2831
12197,mult_heuristic,859,False,0.2831
9244,mult_heuristic,859,True,0.28315
10980,mult_heuristic,859,True,0.2832
5976,mult_heuristic,861,True,0.28325
3575,sum_heuristic,861,True,0.2833
7851,sum_heuristic,861,True,0.28335
13188,sum_heuristic,862,True,0.2834
14749,sum_heuristic,862,True,0.28345
8518,sum_heuristic,862,True,0.2835
12515,sum_heuristic,862,True,0.28355
17514,mult_heuristic,864,False,0.28355
17990,sum_heuristic,864,True,0.2836
9767,sum_heuristic,864,True,0.28365
3367,mult_heuristic,864,False,0.28365
13101,sum_heuristic,864,True,0.2837
13085,mult_heuristic,864,True,0.28375
17908,sum_heuristic,864,True,0.2838
7176,sum_heuristic,864,True,0.28385
595,mult_heuristic,865,False,0.28385
17943,mult_heuristic,865,True,0.2839
3047,mult_heuristic,865,False,0.2839
17610,sum_heuristic,865,True,0.28395
5352,sum_heuristic,865,True,0.284
12102,mult_heuristic,865,True,0.28405
9808,mult_heuristic,865,False,0.28405
7967,mult_heuristic,865,True,0.2841
12997,mult_heuristic,865,False,0.2841
2930,mult_heuristic,865,True,0.28415
12374,sum_heuristic,866,True,0.2842
8279,sum_heuristic,867,True,0.28425
6448,mult_heuristic,867,True,0.2843
2504,mult_heuristic,868,False,0.2843
18453,mult_heuristic,868,False,0.2843
8840,sum_heuristic,868,True,0.28435
11081,sum_heuristic,868,False,0.28435
1784,mult_heuristic,868,False,0.28435
17578,sum_heuristic,868,True,0.2844
3001,sum_heuristic,868,True,0.28445
4550,sum_heuristic,869,True,0.2845
9497,sum_heuristic,870,True,0.28455
3301,sum_heuristic,870,True,0.2846
9655,sum_heuristic,870,True,0.28465
14571,sum_heuristic,870,True,0.2847
7956,sum_heuristic,871,True,0.28475
14143,sum_heuristic,871,True,0.2848
13881,sum_heuristic,871,True,0.28485
8481,mult_heuristic,871,True,0.2849
3852,sum_heuristic,871,True,0.28495
4010,sum_heuristic,871,True,0.285
14999,sum_heuristic,871,True,0.28505
7562,sum_heuristic,871,True,0.2851
7351,sum_heuristic,871,True,0.28515
11619,sum_heuristic,871,True,0.2852
15890,sum_heuristic,872,True,0.28525
6434,sum_heuristic,872,True,0.2853
9180,mult_heuristic,872,False,0.2853
16563,sum_heuristic,872,True,0.28535
16415,mult_heuristic,872,True,0.2854
1327,sum_heuristic,874,True,0.28545
10605,sum_heuristic,874,True,0.2855
19540,sum_heuristic,875,False,0.2855
10360,sum_heuristic,875,True,0.28555
15065,sum_heuristic,875,True,0.2856
5870,sum_heuristic,875,True,0.28565
4349,mult_heuristic,875,False,0.28565
19377,mult_heuristic,875,False,0.28565
